review,rating,category
"	Bir sipariş iki sipariş olarak yansıdı ve kart bakiyemde ücret kesilse temsilciye direk ulaşıp sormak istediğimde bi türlü mümkün olmadi",1,bug report
"	Kullanmadigim kampanyayi kullandim sayıp iptal ettiler. Üstüne yemegimi beklediğimle kaldım",1,bug report
"	Surekli donuyor ve kapanıyor",1,bug report
"	YÜKLENMIYOR LAN YÜKLENMIYORRRR SORUN VAR LAN ������",1,bug report
"	TRENDYOL SİTESİNE GİRİS YAPAMIYORUM KAC GUNDUR SORUNU ÇÖZEBİLİR MİSİNİZ LUTFEN",1,bug report
Belli başlı kargo şirketleri ile çalışma yasağı getirilmeli.Ürün iki hafta sonra elime ulaştıktan ve rezillik yaşadıktan sonra gelen ürünün bir manası kalmıyor.,1,feature request
Kargo sınırı çok fazla pandemi döneminde dışarı çıkamadığım için birçok şeyi online alıyorum fakat kargo ücretleri çok fazla aynı satıcıdan 50tl lik bir ürün almak istemiyorum ayrıca kampanya dahilinde bence hakedilen kuponları bir çok kişinin hesabına tanımlamadilar 25 kaydedilmeye kupon vericekti 48 kaydedilme yaptım kuponum tanımlanmadi müşteri hizmetleri çözüm sunmuyor tam bi fiyasko,1,feature request
Trendyol markette Trendyol cüzdan ile ödeme yok. %15 fazla tutariniz olsun uygulamayi guncelleyip deneyin diyerek oyaliyolar sürekli.,1,feature request
Elli kere soruyu düzeltiyoruz yayınlamıyorsunuz. Soru kriterlerinizi düzeltin.,1,feature request
Kargo limiti 50 olmasi çok fazla,1,feature request
Trendyol elite'e ayrıcalık olarak başta 20 TL ve üzeri alışverişlerde kargo ücretsizdi onu 30 TL yaptılar tamam bişey olmaz dedik ama şimdi geçip 50 TL ye çıkartmışlar ne anlamı kaldı elit olmanın zaten. Ben ayda 3 4 bin TL alışveriş yapan insanım elite in hiç bir ayrıcalığını görmedim. Kargolarda yaşadığ8mız sorunlarda cabası. Artık başka uygulamaya geçmenin vakti geldi.,1,feature request
Daha önce 30 TL özeri kargo ücreti alınmıyordu 50 tl olmuş ayrıca tavsiyem farklı magazalardan tek örün aldığımızda her magaza için ayrı kargo ücreti ödüyoruz buda bütçeyi aşıyor bunu çözerseniz hem siparişler çogalır hemde müşteri memnuniyeti artar düzeltince puanımı 5 yapacam,1,feature request
"Beğenmedim, çok karmaşık olmuş. Satıcıya sorum iletilmiyor. Siparişle ilgiliymiş detay sayfasından olacakmış. Orada soru sormak için yazacak yer yok. Niyetiniz müşteri mi oyalamak yoksa yardımcı mı olmak??!",1,feature request
Kapıda ödeme seçeneği gelsin ya hemen şimdi gelse alışveriş yapıcam,1,feature request
"İadelerde kargo parasını size ödetiyorlar, Hepsi burada bu konuda daha iyi..Trendyol resmen DOLANDIRICI UYGULAMAYI SİLİYORUM",1,feature request
Lütfen artık ya yalvarırım şu kargo firmasıyla anlaşmanızı bozun Aras kargo tam bir felaket aşırı ilgisiz ve yalan dolan bir firma hiçbir şekilde ilgilendikleri yok,1,feature request
Satıcıya mesaj atılmıyor ya n11 gibi değil maalesef ne de soru soruluyor tam bi mağduriyet,1,feature request
Kredi kartı banka kartı olmayanlar nasıl alışveriş yapacaklar birçok şey almak istiyorum ama alamıyorum,1,feature request
"Son dönemde kayıtlı firma sayısını articam diye, kalite, paketleme vb hicbir konuya dikkat etmeden gönderiyorlar.Son aldığım 3 üründe de sorun yasadim.Simdi iade tutarlarini bekliyorum.Gelir gelmez silecegim uygulama.üzerinde kg, etiket bilgisi yok, neyi ne kadar aldim bilinmiyor.Baska bir urun tane cevizdi, un olmus olarak.hiç açıklama takip yapmadan,sen her gün bize yaz diyerek seni baştan savıyorlar, sonuçta 7 gun boyunca her gun yazmaktan bıkıp siliyorum uygulamayı.",1,feature request
Acilen MNG kargo ile olan ilişkilerini kesmeleri gerekiyor.Yurtiçi kargo diğer sitelerden sorunsuz getirirken MNG kargo 11 gün sonra ürün getiriyor.,1,feature request
Çalıştığı firmaların yaptıklarına bir ceza uygulanmalı. Hem ürünü eksik gönderiyorlar ürünlerin güvenlik kapakları açık kullanılmış ücret iadesi yaptılar güya onu da eksik yaptırıyorlar bu uygulamaya yakışmayan haraket,1,feature request
Satıcıya soru sorma daki bazı kurallarınızı düzeltin satıcıya 50 tane mesaj attım ürün olmazsa yada büyük gelirse değişim yapabilirmiyiz diye hepsini red edildi diyor aldığımı ürünün değişim yada iadesi olup olmadığını da mı soramayacağız ayıp,1,feature request
Yeni üye oldum daha önce n11 üyesiydim ürünüm trendyol dan yanlış geldi asistan adamakıllı yardımcı bile olmuyor muhatap adam bulamazsınız resmen rezillik trendyol bulaşmayın çok sıkıntılı tekrardan n11 geri dönmek en iyisi.,1,feature request
"Bu kadar çok bildirim gönderince dikkatimizi çekmiyorsunuz, sadece küfür yiyorsunuz. Bu saçma politikayı size kim uygulatıyorsa, uymayın ona. Belli ki tüketici bilgisi yok.",1,feature request
Son zamanda aldığım ürünler ya yırtılıyor yada ufak geliyor dandik mallar satılıyor bu konuyu el atın,1,feature request
Ürünlere yapılan olumsuz yorumlar sürekli kurallara uygun olmadığı bahanesi ile sansürleniyor.,1,feature request
Tren yolunu değil Hepsi Buradan ve diğerlerini kullanın. Satış matış ama satıcıya soru sormayı engelliyor sürekli. Mümkünse uzak durrrr. Diğer yorumları okuyorum işlerine gelenlere cevap vermişler. Yiyosalar olumsuz sorularada cevap verseler ya.,1,feature request
İlk tercih ettiğim online alışveriş sitesiydi ama artık başka siteye geçme vakti geldi bı kampanya yapıyor katılıyoruz kupon tanımlanmıyor 25 kaydedilme sınırı koymuşlar 55 kişiye kaydettirdim kupon tanımlamadilar müşteri hizmetleri çözüm sunmuyor ayrıca kargo ücretSiz için sınır 50tlye çıkartıldı farklı satıcıdan sepet toplamı 50 olsa neyse Trendyol birçok kişi gibi benimde gözümden düştü ne yazık ki,1,feature request
Ürün açıklaması gelen ürünle uyuşmuyor. Trend yol bu tür durumlara izin vermemeli.,1,feature request
Yorumlara Fotoğraf yuklemek istiyorum fakat defalarca guncelleme gelmesine rağmen hala bu özellik bana gelmedi,1,feature request
önceden 30 tl ve üstü kargo bedavaydı şimdi ise 50tl ve üstü kargo bedava bu durumun düzelmesi gerekli..,1,feature request
Güzel kuponlarla dahada güzel olabilir,1,feature request
Berbat kesinlikle tavsiye etmiyorum. Ne bir müşteri hizmetleri yardım ediyor ne de bir baskasi urunlerin hangi kargo ile gönderileceği yazmiyor bile.,1,feature request
Daha dikkatli olmalisiniz durust olmayan esnaflar var 50 kuruş icin 9 tl kargo fiyatti ekleniyor bunlara musade etmeyin,1,feature request
Şu uygulamaya Allah aşkına koyu tema görüntü özelliği getirin ya her şey de o özellik var bir bunda yok,1,feature request
Kargo ücretlerine bi duzenleme getirseniz artik 3o tl iyiydi suan 5o tl uzeri bedava bazi urunlerde 49.90 almak istiyirm 1o kuruş için kargo ucreti cikiyor ne anladm ben bu isten ya ürün düz 5o tl olsn yada kargo ucreti indirin lutfen,1,feature request
Ben mesaj yazamıyorum ürünleri ve firmayı istediğim gibi eleştiremiyorum. Saçma bur durum . Eger iyi birsey yazar isem yayınlanıyor ama bir kotu cümle yazsam yayınlanmıyor.,1,feature request
Yanlış ürün gönderildiği halde satıcıya ulaşamıyorum. Evimden kargo iadesi alınmıyor. Mağdur ediliyoruz ama hiçbir şekilde çözüm yok. Satıcının hatası yüzünden biz gidip kargo arayıp geri vermek zorundayız,1,feature request
asiri kötü kapida odeme secenegi koyun zira kargocular nede olsa parasini odemis diye getirmeden adreste bulunamadi deyip subeden alin diye mesaj atiyolar,1,feature request
Saticiyi korumali firma berbatt,1,feature request
Basit firmalarla ürününün arkasında durmayan firmalarla çalıştığınız müddetçe puanım bu keske bu bile fazla,1,feature request
30 tl ve üzeri kargo ücretsizken bunu 50 yapmadı çok saçma resmen cebimizdeki iki kuruşun peşindeler tabi yatırım alınca bir yeriniz kalkıyor tok satıcı gibi hemen herşeyin fiyatını yükseltiyorsunuz,1,feature request
Bazı tedarikçileri tam bir sahtekar. 3 ürün aldım 2 sinde sorun yaşadım. Yani büyük olmak için her önüne geleni tedarikçi yapmışlar. Birde asistan hizmeti var ama hiç bir işe yaramıyor. Kısacası koskoca trendyol böyle giderse bitecek.,1,feature request
Alışveriş yaptığım şirket hangi kargo şirketi ile çalışıyor şirket bilgisi detay olarak gösterilirse 10 numara zira o fındıkçılar o ne öyle yaaa,1,feature request
E postamı değiştircem izin vermiyor bu olmaması eksi puan,1,feature request
Herşey güzelde kargolama hızı teslimat hızı yavaş çok net sanki aliexpresten çinden sipariş veriyoruz,1,feature request
"Değişim ve para iadesi 15 gün ve üzeri, ürün satın alırken böyle biz 15 gün sonra mi ödüyoruz,",1,feature request
Bugüne kadar yaptığım alışverişlerde hiç bir sıkıntı çıkmadı ���� 27/04/2021... Satıcıya soru soruyorum neden engelliyorsunuz.. Satıcı eksik ürün gönderiyor sizde onaylıyorsunuz...,1,feature request
Seçtiğimiz satıcı hangi kargo şirketiyle gönderiyor yazmıyor.,1,feature request
Mağazayla iletişime geçebilmek için meenusu yok ürünü diğer satıcilarda 3 onay uresi warken bu uygulamada göremedim Bu yüzden 1 yıldız bile çok olduğunu düşünüyorum,1,feature request
Ne zaman kargomu MNG'ye verseler hiç bir şekilde teslim alamadım. Keşke kargo tercihimiz olsa.,1,feature request
Takibi yapılmıyor satıcıların. Çok dandik ürün yolluyorlar. Uygulama bitti artık,1,feature request
"Güvenlik biraz şüpheli, ilk hesap açma sürecini gözden geçirmeleri gerekli... İş için kullandığım e posta adresine hesap açıp sipariş verip kredi kartı tanımlamış birisi, uyarıp duzelttirmem iki gün sürdü. Ayrıca ürünlerin açıklamaları eksik ve yanlış şeylerden kopyala yapıştır durumda...",1,feature request
Hızlı degiller,1,feature request
"Gördüğüm en kötü kargo şirketi olan sürat kargoyla çalışmanız dışında hiçbir sorun yok. (21 Nisanda verdiğim sipariş, ki 4-6 günde ulaşacağını söylemenize rağmen, 29 Nisanda hala ulaştırılmadı. Bu da yetmezmiş gibi kargo şirketi ikinci aramada telefonu açma zahmetine dahi girmedi.) Kargo şirketi seçimini tüketiciye bırakmanızı temenni ediyorum.",1,feature request
Kargo ücreti 50 tl üzerine çıkmış! Önceden 30tl ydi bunu düzeltmeniz gerek bence acilen çok saçma olmuş herşeye kargo ödüyoruz.Önceden 2 tane falan alırdık kargo tamamlansın diye artık öyle yapmaz kimse.Eski haline getirin lütfen Üstte kalsın DLSÖDMDÖMFKDMDNFNFFJFJFFMFMFMFNDMFMDLRKTTRDDDDDMDMDMRMLRFMKFGJGNFJFFMMFMRMLGMFKFMKFMFFMGMMGKGMFKFKFKFKFLMFMFÖÖTLÖDŞWLXMFKRKSMWKFKFIRNCMELWOFORNFNFJFKRRKFKMDMMRMRKDLELWLELRKMFNDKRKRKRKRKTKFKDMEMDÖEÖKCJDLEŞŞWLWEIJMDMELWLTIFJNTBTVEKEŞWIRJRMRELWÖWŞLDJFJRNFNFNNF,1,feature request
İndirim var diye bildirim atıyorlar uygulamaya giriyorum sepete ürün ekliyorum + kart bilgilerini giriyorum tam sipariş edeceğim BU KAMPANYAYI DAHA ÖNCE KULLANDINIZ yanıtını alıyorum madem kullandım neden bildirim atıyorsunuz hadi attınız neden ödeme alanına gelene kadar hiçbir uyarı gelmiyor tam bankadan para çekilecek kullandınız uyarısı alıyorum böyle saçmalık görmedim birçok site kullanıyorum...,1,feature request
Uygulama bildirimlerinden bıktım ve kaldırdım.,1,feature request
Aras Kargo Teslimat şirketi çok kötü,1,feature request
5 yıldız verdim yorumum görünsün diye ama 1 yıldız bile etmez kargo ücretlerinde çok sinsilik var magzada 30 tl üzeri kargo bedava diyor magzanın tüm ürünleri 29.99 bu kadar olmaz. Diğer alışveriş sitelerinde bi kota var 50 ya 75 tl nereden hangi magzadan alırsan al kargo bedava bu kadar ayıp ve ahlakdışı bir ticaret yapıpması etik değil.,1,feature request
Trendyol pismanlıktır verdigim sipariş 4 gün olmuş hala karkoya verilmemiş bile ben size tafsiye ediyim N 11 aldığınız ürün 2 gün içinde kargoya verilmek zorunda böyle bi güzelliği var n11 in kural koymuşlar mecmuren satıcı karkoya veriyo trendyolu bekle dur aldıgım ürünün bana ulaşdıgı gün sayısıyla yabancıların marsa uzay aracı indirme süresi aynı siz hesab edin artık,1,feature request
"	Satıcıya kargoya ürünü ne zaman vereceksiniz yazıyorum mesajım red ediliyor. Birde başka ilandaki tekli ürünle bu ürün aynı mı diye soruyorum yine red. Neymiş sadece ürün özellikleri ile alakalı sorabilir mişim.",1,feature request
"	Gelen kargocular numaran yanlış kod gelmeden vermem diyor numaram nasıl yanlış olabilir 100 kere kontrol ettim benim numaram saçma sapan bişey getirmissiniz düzeltin lütfen",1,feature request
"	Aşırı ilgisizler hem satıcılar hem çağrı merkezi",1,feature request
"	50 tl üstü kargo ücretsiz olması çok ama çok saçma",1,feature request
"	Ürün aldığımız firmalar üzerinde bir denetleme sistemi yok herşey satana kadar mağdur olan müşterisini yanlız bırakıyor sonuçta insanlar Trendyol ismine güvenerek geliyor",1,feature request
"	Aynı siparisteki tüm ürünlerden kargo parası kesen tek firma olduğunu biliyorum..",1,feature request
"	Teknoloji ile ilgileniyorsanız iğrenç bir uygulama!!! Klavye ve mause hiç yok mesela steelseries markasının hepsiburada da 6 klavyesi olmasına rağmen trendyol da sadece 2 adet var ve bu sadece bu markadada geçerli değil. Hepsiburada'da 560 tl olan mause trendyolda 950 tl vs. vs. Sonuç olarak teknolojik ürünler bakıcaksanız kesinlikle hepsiburada ve GittiGidiyor uygulamalarına bakmanızı ve bu uygulamayla zaman kaybetmemenizi tavsiye ediyorum.buraya kadar okuduysanız teşekkürler��",1,feature request
"	Canlı yardım ölü galiba",1,feature request
"	Fiyatlar bu kadar oynak olması çok sacma neden mi akım koruma ürün 104 TL den 1 günde 214 TL dalgamı geçiyorsunuz bizimle",1,feature request
"	yeniden deneyin yazip duruyor ekranda ariyorum defalarca kimse orali olmuyor siparislerim var iadelerim var bana kim yardimci olacak musteri hizmetleri olmayacaksa",1,feature request
"	Ürün açıklamaları detaylı bilgi yok,bazı satıcılar soru kabul etmiyor ,Ürün bilgisini nasıl öğreneceğiz, Ürün fotoğrafı yanıltabilir.Teşekkürler.",1,feature request
"	Lanet olası cüzdana para yükledim ama ne cüzdanımı seçebiliyorum nede paramı tekrar kartıma aktarmak istediğimdr paramı geri veriyor. Steam kod almak istedim 20 tl kampanyası ile yaramıyor diye 10 tl yükledim ama hâlâ cüzdanımı seçemiyorum. O kadar saçma ki yani madem 20tl yi kabul etmiyorsun içindeki 10 tl yi kabul et amk. tamamen saçmalık",1,feature request
"	Pazaryeri firmalarının fahiş Komisyon oranları, iadelerle tüm kargo masrafları satıcılara yüklenmesi ve kargo masraflarını kendi karşılıyormuş gibi gösterip insanları kolay iadeye yönlendirmesi, Satış yapan insanları resmen sömürüyor. BU firmaları, Yurt dışında %2-5 gibi komisyon alırken Ülkemizde Kdv dahil %30 lara kadar oranlar uygulamakta. Böylece alıcılara yüksek fiyat ödetirken, satıcılara da para kazandırmıyor. CİMER'e yazdım,Cevap geldi düzenleme olacak diye. Herkes yazsın CİMERe",1,feature request
"	Ya arkadaşım sürat kargoyla çalışmayın anneme bir tane yüzük alayım dedim hemde hızlı kargoda 2 hafta oldu hala gelmedi",1,feature request
"	Neden sadece kredi kartı ,vadesiz kart degil ? Bu insanları illa borçlandırmaniz mı gerek ��",1,feature request
"	Aracılık yaptığınız satıcıların orjinal ürünmü yoksa yan ürünü denetlemiyorsunuz aldığım bütün ürünler sahteydi o yüzden aslında 1 yıldızı bile hak etmiyorsunuz",1,feature request
"	Kesinlikle tavsiye etmiyorum bu siteden alışveriş yapmayı her konuda problem li müşteri temsilci desteği filan da yok Çinli ne olucak hepsi burada dan sasmayin",1,feature request
"	Inanilmaz derece bozdunuz kendinizi Surekli ve kasma oluyor musteri temsilcileri cevap yazmaktan aciz kargolariniz kafalarina gore evde olup olmadigimiza karar verip urunumuzu iptal edip bize haber verme tenezzulunde bile bulunmuyor. Saticilariniz urunler hakkinda bilgisiz. Kargo ucretiniz fazla ve 50 tl siniri cok sacma. Bu gidisle cok musteri kaybedeceksiniz beni kaybettiniz zaten",1,feature request
"	5 para etmez. İki defa satıcıya soru yazdım. Neymiş efendim soru sorma kuralına aykırı olduğu için iletilmemiş. Çokta tın. Aynı ürünler N11 ve gitti gidiyorda da var. Bu yüzden devamlı ikisinden alışveriş yapıyorum. Komik, soru sormanın kuralı varmış. Uygulamayı siliyorum ve kimseye tavsiye etmiyorum.",1,feature request
"	İndirim kuponları isteğe bağlı silemiyorum böyle bir seçenek olmalı. Saçma sapan mağazalardan indirim kuponu geliyor listemde yer işgal ediyor. Tercih ettiğimi silmek istiyorum",1,feature request
"	Bu puanlaması Paylaş Kazan kampanyası için verdim. Kesinlikle zaman kaybı. Ugrastığınızla kalıyorsunuz. Neymiş efendim benim koleksiyonumu kaybedenler arasında bot hesap varsa kabul olmuyormuş. Ben nerden bileyim benim koleksiyonumu kaybedenlerin bot olup olmadığını. En iyisi Hepsiburadayi kullanmak daha etikler",1,feature request
"	Son güncellemede kargonun 12 lira yapılması çok saçma acilen gene eski fiyatına (10₺) getirilmesi lazım",1,feature request
"	Fiyatlar çok kötü kazık. Bakkallarda tekli eti puf 0.50 krş ya da yemeksepetinde 0.55 krş burada 4 tl asla ve asla tavsiye etmiyorum. Yemeksepeti banabi çok ucuz orada alın ne alıyosanız sık sık indirim kuponuda veriyolar burası kazık.",1,feature request
"	Numaram değişmiş nasıl değişmiş bilmiyorum ama tekrar düzeltemiyorum müşteri hizmetleride çözemedi ya bu kadar zor mu telefon numrasını değiştirmek ya saçma sapan numaralar nasıl oluyorsa geliyor uygulama kullanıcısı kendi numrasını kullanamıyor değiştiremiyor diğer alışveriş uygulamalarını inceleyin örnek alın mağdur etmeyin insanı",1,feature request
"	Hiç bir soruyu kabul etmiyor o zaman neden soru sor bölümünü eklediniz?",1,feature request
"	Hepsiburada uygulaması daha iyi. Trendyol kargo ücreti çok alıyor. Size tavsiyem Hepsiburada",1,feature request
Aldığım ürünlerin hepsi iptal edildi çok kötü bir alisveriş sitesi asla bidaha yapmam,1,user experience
Sorun olduğunda alıcının yanında olması gerekirken satıcının yanında duruyor.Bilgisayar için aldığım kulaklık tek jaklı olduğu için laptopda mikrofonu çalışmadı.Geri iade ettim 2 günde ama kullanılmış diye iadeyi kabul etmediler servisten bilirkişi raporu ile beraber gönderecekmişim. Böyle saçma birşey daha olamaz.Satıcıyı kolladılar.Bu işi çözemediler oysa satış ve iade şartlarında böyle bir açıklama yok.,1,user experience
Sikintisiz siparislerde problem yasamazsiniz. Ama en ufak bir problemli sipariste direkt saticiya ulasamadiginiz icin trendyol asistanda kivranir durursunuz.. Hic bulasmayin alternstifleri cok daha saglikli.. Gerekirse 3-5 kurus fazla olsun kafam rahat olsun. İlk etapta bulasmam hataydi.,1,user experience
Reklamlarda saniyeler gösterip hadi şimdi başlıyoruz diye reklam yapıyor 100₺ lik bir ürünü 5₺ ye indiriyor güya ama saliseler içerisinde uygulamayı açtığımızda reklamda gordugumuz ürünlerin tükendiğini görüyoruz iyi bir strateji değil aksine güven kaybı.,1,user experience
Trendyoldan alt üst takım aldık M yum istedik XL gibi büyük göndermişler ve etiketindede yazmıyo hiç kimseye guvenmicezmi fişi kızım atmış geride iade yapamıyorum,1,user experience
Aldığım eşya kırık çıktı,1,user experience
Bir sorun yaşayana kadar her şey güzel ama herhangi bi sorunum olduğunda müşteri temsilcileri hiç yardımcı olamıyorlar. Yetkileri yetersiz. Bugün de temsilci bana cevap vermeden bağlantı kesildi hiçbir şey anlayamadım. Ayrıca satıcıya soru sorma kriterlerini anlayamadım. Ne zaman kargolayabilirsiniz? Sorusunun ne gibi bir sakıncası olabilir? Hiç ama hiç anlamıyorum.,1,user experience
Sırf youtubea gelen reklamlar yüzünden 1 yıldız veriyorum. Lütfen reklamları birbirinin aynısı yapmayın ve daha az sesli yapın her video izledigimde reklamlarınız her an cıkıyor ve yerimden fırlıyorum.,1,user experience
"Muhattap bulamiyorum, trendyol asistan calismiyor, musteri hizmetlerine baglanamiyorum",1,user experience
Boku çıkan gereksiz bildirim ve reklamlardan sonra telefonumda boșa yer kapladiğini farkettim 1 yildiz,1,user experience
HER YERDEN REKLAMINIZ FIRLIYOR KUSTURDUNUZ MİLLETİ! VİDEO SEYRETMEK HARAM OLDU. FARKLI REKLAMLAR ÇIKSA HADİ NEYSE! TEMCİT PİLAVINA DÖNDÜ REKLAMLARINIZ! HEP AYNI BAYIK FAKE SESLER.. GERÇEKTEN KALÌTELİ OLAN MARKALARIN BİR TANESİ BİLE BÖYLE REKLAM YAPMIYOR. NEDEN DİYE DÜŞÜNÜN!,1,user experience
Uygulama çok da iyi sayılmaz. Aldığım çoğu ürün resimlerde göründüğü gibi gelmedi.,1,user experience
Ya yeter artık trent yolmudur nedir her vidyoya girdiğimde serefsis reklamdan çıkoyo yeter ya yeter,1,user experience
Rezalet bir site ürün aldim ürün yanlis fiyat bilgisi girildiginden dolayi gondermediler bana sormadan iptal ettiler özur kuponu yukluycez dediler onuda yuklemediler birim fiyati dusuk diye rezalet bir sitee,1,user experience
"Bir daha çöp almam bir ürün şu zamanda bir haftaya gelirmi, hepsiburada en geç iki günde teslim ediyorken, sizden pazar akşamı aldığım ürün cuma günü geliyor uygulamayı da siliyorum ����",1,user experience
Sparışım eksik geldı ıkı şampuan bıde korse sparış vermıştım.Korse yok kargoda bıde nasıl bulucam bılen yok.,1,user experience
Kendi hesabımı kapaticam ve gördüğüm tanıdığım herkese kapatmasını soylicem yapamıyorsanız bir kampanyayi yapmayın sürekli mağdur ediyorsunuz. Her yere de şikayet edicem sizi!..,1,user experience
Türkiye'nin en berbat sistemi olan sitesi Saat sipariş verdim ikinci ürün 1 TL gelen saatler çarşıda yol ortasında satilanlardan daha kalitesiz ilk saatin iadesini istedim uyaniklar iade mi kampanyada olan 1tl olan satın parasını yatirdilar. İadesini istediğim saat fiyatı yüksek olan olmasına rağmen. Müşteri memnuniyeti sıfır ilgi alaka sıfır Asla tavsiye etmem gecin bu bizi arayin muhabbetini urunu size verip 1 tl mi aldim gerisi bir daha sizden alisveris yapmak mi asla.,1,user experience
"Burdan canlı dersler başladığında kamera almıştık. HD olduğu yazıyordu. Tripot da olmasını istediğimden dolayı 10-15 tl pahalısından aldım. Fakat ürün elime ulaştığında Ne HDydi, ne ses kalitesi güzeldi ne de tripot vardı.(Ürün fotoğrafla ve markayla da uyuşmuyordu.) Alıcı içeriğinin güncellenmediğini söyledi. Bundan bana ne? Hiçbir şey için hem fazla para ödedim, hem diğer satıcıların hakkına girildi. Hiç kontrol edilmiyor mu bu ürünler? Alırsanız elektronik ürün almayın, güvenmeyin.",1,user experience
Her aldığım üründe bir problem çıktı kesinlikle tavsiye etmiyorum,1,user experience
Trendyol elite'e ayrıcalık olarak başta 20 TL ve üzeri alışverişlerde kargo ücretsizdi onu 30 TL yaptılar tamam bişey olmaz dedik ama şimdi geçip 50 TL ye çıkartmışlar ne anlamı kaldı elit olmanın zaten. Ben ayda 3 4 bin TL alışveriş yapan insanım elite in hiç bir ayrıcalığını görmedim. Kargolarda yaşadığ8mız sorunlarda cabası. Artık başka uygulamaya geçmenin vakti geldi.,1,user experience
Çok iğrenç bir sitesiniz ayın 14 ünde sipariş verdim hala elime geçmedi kargo firması hiç aldırış etmiyor zaten,1,user experience
Sözünden durmayan yalancı bir firma ilk önce yaptıkları kampanyayı sonra değiştirmekte neymiş,1,user experience
"Trendyol express kadar saçma bir kargo ağı yok, kargom bana ulaşmadan iadeye gönderilmiş üstelik beni aramadılar bile, kargo ağı var şubenin iletişim numarası yok",1,user experience
Bunlar kadar sahtekar haysiyetsiz bi kuruluş gormedim iki tane saat aldim su geçirmez diye biri zaten durdu diğeri de abdest alirken su geçiriyor. Müşteri hizmetleri ilgilenmiyor temsilciye bağlamamak için oraya buraya tuşla deyip duruyor Allah kahretsin sizin gibi sahtekar onursuz insanları . Iki kuruş para için bu kadar alçalmamalı insan Allah malınızdan ailenizden çıkarsın teker teker !!!,1,user experience
Kart bilgilerim calindi bu siteden alisveris yapildi iptal edin diyorum siparisi sikayet kaydi olustircaz diyip hocbir cozum bulamiyorlar,1,user experience
Farklı ürün yollayan firmaya soru sormayı bile engelliyorsunuz. Bir tek alkışlamak için mi yorum yapılacak. Nerede şeffaflık. Bunu da yayinlamazsiniz kesin Oylamalariniza da güvenmiyorum artik,1,user experience
İndirim haftası dediler 1 hafta önceden ürünleri seçtim beklediler son gece bişeyler oldu fiyatlar arttı indirim günü biraz indirdiler anlayacağınız bindirdiler yalanyol!!!,1,user experience
Yorum yazmak için yükleyip kaldırıyom heryerde aşırı reklamlarınız gına getirdi kapatmaktan bıktım reklamlarınızı ve kaldırdım zevkle sizden iğne dahi almıyacağım istediğiniz.kadar heryer biraz daha reklam verin ısrarla her reklam şikayet edecem çerezleride günde en az 1defa temizliyom istediğiniz kadar çerez kullanabilirsiniz sizden baska fiema yok sanki memelekette nasıl kurtulacam reklamınızdan allah cezanızı versin batın saniye demeden daima reklam bıktım batsada kurtulsak zevkle kaldıriyom,1,user experience
Aldığım ürünler hep bozuk geldi,1,user experience
İndirim kuponlarını kullanmak işkence,1,user experience
Bir uygulama her yerde mi reklam yapar ıq her yerde çıkıyor delircem bide elektrik scooter aldım garantiye göndermemiz gerekiyor kimse muattap olmuyor,1,user experience
Yv se reklam.yapilan.urunler uygulamaya girsigin zaman gelince haber ver cok uyaniksiniz,1,user experience
Youtubedaki trend yol reklamlarından bıktım artık.,1,user experience
Berbat kargo firmasi trendyol express firmasıyla çalışıyorlar ürünü ne eve teslimat yapiyor nede şubeden teslim ediyorlar haber vermeden ürünlerini iade ediyorlar bilginiz olsun ben bin pişman oldum 10 urunum iade edildi bilgim olmada haber verilmeden ������,1,user experience
Hiç memnun değilim son on gün içinde beş defa sipariş verdim dördünde sorun çıktı. Ya kargo gelmiyor ya gelen kalitesiz çıkıyor. Pantolon alıyorsunuz iki gün sonra arkası patlıyor.,1,user experience
Market bölümünde sipariş hatalı gelmesin diye dua ede ede alıyorum. İki defa şans verdim. Zaten müşteri hizmetlisi yardımcı olmuyor,1,user experience
Rekelam reklam reklam,1,user experience
kesinlikle indirmeyin 25 tl indirimim varken 50 TL lik tatlı söyledim 25 tl ödeme yaptım 25 tl lik ürünleri iptal ettiler,1,user experience
"Aldığım ürün bozuk çıktığı halde iade kabul edilmedi sebep olarak kutu açılmış ve kullanılmış diye kutuyu açmadan bozuk olduğunu anlamam mümkün degildi o sebeple uygulamayı sildim Tlf.alışveriş yapmıyorum elit müşterisiymişim güya arkamda duracaklarina bi işimi bile çözemediler,trendyol pismanliktir",1,user experience
1.200 ₺ lik Nike Air indirimli 75 ₺ yazıyor sahte Nike satmaya mı başladınız ayakkabı fotoğraflarına bakıyorum adamlar Nike üreticek ve reklamını ayakkabıyı eline alarak fotoğraf çekecekler şaka gibi Trendyoldan bunları beklemezdim Tv reklamlarında Kırmızı Arzum blender seti 90 ₺ fakat aynı ürün Google da da 90 ₺ Ama tıklayınca yönlendirmeden sonra ürün Hoooop 313 ₺ Zaten böyle bir dönemde millet para sıkıntısı çekiyor. 29 undan sonra ürünleri geri göndermede zor olucak tam kapanmadan dolayı.,1,user experience
Burun aspiratörü aldık sorunlu cikti şarji hmn bitiyodu iadeye gönderdik. Satışa uygun degil denilerek tekrar ayni urunu gonderdiler..,1,user experience
İndirimi kuponu veriyor ama istediğiniz hiçbir üründe kullanamıyosunuz elinde kalan ürünleri bu bahaneyle bize vermeye çalışıyor,1,user experience
Geçen sene bi ayakkabı aldım numara yanlış geldi iade gönderdim ücret iadesini yapmadılar,1,user experience
